postcode;plaats;provincie;gemeente;nummer;latitude;longitude;nummer2
7089;Sinderen;Gelderland;Oude IJsselstreek;1509;51.9042;6.4611;4
7130;Lichtenvoorde;Gelderland;Oost Gelre;1586;51.9867;6.5667;4
7131;Lichtenvoorde;Gelderland;Oost Gelre;1586;51.9867;6.5667;4
7132;Lichtenvoorde;Gelderland;Oost Gelre;1586;51.9867;6.5667;4
7134;Vragender;Gelderland;Oost Gelre;1586;51.9858;6.6111;4
7135;Harreveld;Gelderland;Oost Gelre;1586;51.9775;6.5167;4
7136;Zieuwent;Gelderland;Oost Gelre;1586;52.0033;6.5194;4
7137;Lievelde;Gelderland;Oost Gelre;1586;52.0092;6.5944;4
7140;Groenlo;Gelderland;Oost Gelre;1586;52.0417;6.6111;4
7141;Groenlo;Gelderland;Oost Gelre;1586;52.0417;6.6111;4
7263;Mariënvelde;Gelderland;Oost Gelre;1586;52.0125;6.4708;4
6680;Bemmel;Gelderland;Lingewaard;1705;51.8917;5.8986;4
6681;Bemmel;Gelderland;Lingewaard;1705;51.8917;5.8986;4
6685;Haalderen;Gelderland;Lingewaard;1705;51.8875;5.9292;4
6686;Doornenburg;Gelderland;Lingewaard;1705;51.89;6;4
6687;Angeren;Gelderland;Lingewaard;1705;51.9158;5.9583;4
6690;Gendt;Gelderland;Lingewaard;1705;51.8775;5.9708;4
6691;Gendt;Gelderland;Lingewaard;1705;51.8775;5.9708;4
6850;Huissen;Gelderland;Lingewaard;1705;51.9383;5.9333;4
6851;Huissen;Gelderland;Lingewaard;1705;51.9383;5.9333;4
6852;Huissen;Gelderland;Lingewaard;1705;51.9383;5.9333;4
3920;Elst;Gelderland;Overbetuwe;1734;51.9192;5.8417;4
3921;Elst;Gelderland;Overbetuwe;1734;51.9192;5.8417;4
3922;Elst;Gelderland;Overbetuwe;1734;51.9192;5.8417;4
6660;Elst;Gelderland;Overbetuwe;1734;51.9192;5.8417;4
6661;Elst;Gelderland;Overbetuwe;1734;51.9192;5.8417;4
6662;Elst;Gelderland;Overbetuwe;1734;51.9192;5.8417;4
6665;Driel;Gelderland;Overbetuwe;1734;51.9592;5.8139;4
6666;Heteren;Gelderland;Overbetuwe;1734;51.9567;5.7556;4
6668;Randwijk;Gelderland;Overbetuwe;1734;51.9533;5.7083;4
6670;Zetten;Gelderland;Overbetuwe;1734;51.9283;5.7139;4
6671;Zetten;Gelderland;Overbetuwe;1734;51.9283;5.7139;4
6672;Hemmen;Gelderland;Overbetuwe;1734;51.9342;5.7014;4
6673;Andelst;Gelderland;Overbetuwe;1734;51.9083;5.7292;4
6674;Herveld;Gelderland;Overbetuwe;1734;51.9058;5.7542;4
6675;Valburg;Gelderland;Overbetuwe;1734;51.9117;5.7903;4
6676;Homoet;Gelderland;Overbetuwe;1734;51.9333;5.7917;4
6677;Slijk Ewijk;Gelderland;Overbetuwe;1734;51.885;5.7889;4
4040;Kesteren;Gelderland;Neder-Betuwe;1740;51.935;5.5694;4
4041;Kesteren;Gelderland;Neder-Betuwe;1740;51.935;5.5694;4
4043;Opheusden;Gelderland;Neder-Betuwe;1740;51.9317;5.6319;4
4053;IJzendoorn;Gelderland;Neder-Betuwe;1740;51.9058;5.5333;4
4054;Echteld;Gelderland;Neder-Betuwe;1740;51.91;5.4958;4
6576;Ooij;Gelderland;Neder-Betuwe;1740;51.9008;5.4917;4
6669;Dodewaard;Gelderland;Neder-Betuwe;1740;51.9125;5.6556;4
7150;Eibergen;Gelderland;Berkelland;1859;52.1;6.6486;4
7151;Eibergen;Gelderland;Berkelland;1859;52.1;6.6486;4
7152;Eibergen;Gelderland;Berkelland;1859;52.1;6.6486;4
7156;Beltrum;Gelderland;Berkelland;1859;52.0667;6.5639;4
7157;Rekken;Gelderland;Berkelland;1859;52.0942;6.725;4
7160;Neede;Gelderland;Berkelland;1859;52.1342;6.6139;4
7161;Neede;Gelderland;Berkelland;1859;52.1342;6.6139;4
7165;Rietmolen;Gelderland;Berkelland;1859;52.1408;6.6625;4
7260;Ruurlo;Gelderland;Berkelland;1859;52.0883;6.45;4
7261;Ruurlo;Gelderland;Berkelland;1859;52.0883;6.45;4
7270;Borculo;Gelderland;Berkelland;1859;52.1158;6.5222;4
7271;Borculo;Gelderland;Berkelland;1859;52.1158;6.5222;4
7273;Haarlo;Gelderland;Berkelland;1859;52.1125;6.5819;4
7275;Gelselaar;Gelderland;Berkelland;1859;52.1683;6.5264;4
6996;Drempt;Gelderland;Bronckhorst;1876;52.0075;6.175;4
6997;Hoog Keppel;Gelderland;Bronckhorst;1876;52.0058;6.2042;4
6998;Laag Keppel;Gelderland;Bronckhorst;1876;51.9967;6.2222;4
6999;Hummelo;Gelderland;Bronckhorst;1876;52.0042;6.2333;4
7020;Zelhem;Gelderland;Bronckhorst;1876;52.0067;6.3486;4
7021;Zelhem;Gelderland;Bronckhorst;1876;52.0067;6.3486;4
7025;Halle;Gelderland;Bronckhorst;1876;51.9892;6.4292;4
7220;Steenderen;Gelderland;Bronckhorst;1876;52.0642;6.1875;4
7221;Steenderen;Gelderland;Bronckhorst;1876;52.0642;6.1875;4
7223;Baak;Gelderland;Bronckhorst;1876;52.0775;6.2278;4
7224;Rha;Gelderland;Bronckhorst;1876;52.0542;6.1486;4
7225;Olburgen;Gelderland;Bronckhorst;1876;52.0442;6.1236;4
7226;Bronkhorst;Gelderland;Bronckhorst;1876;52.0758;6.1792;4
7227;Toldijk;Gelderland;Bronckhorst;1876;52.055;6.2208;4
7233;Vierakker;Gelderland;Bronckhorst;1876;52.1075;6.2347;4
7234;Wichmond;Gelderland;Bronckhorst;1876;52.0892;6.2597;4
7250;Vorden;Gelderland;Bronckhorst;1876;52.105;6.3097;4
7251;Vorden;Gelderland;Bronckhorst;1876;52.105;6.3097;4
7255;Hengelo;Gelderland;Bronckhorst;1876;52.0508;6.3097;4
7256;Keijenborg;Gelderland;Bronckhorst;1876;52.0292;6.2944;4
6940;Didam;Gelderland;Montferland;1955;51.9408;6.1319;4
6941;Didam;Gelderland;Montferland;1955;51.9408;6.1319;4
6942;Didam;Gelderland;Montferland;1955;51.9408;6.1319;4
7035;Kilder;Gelderland;Montferland;1955;51.9375;6.2319;4
7036;Loerbeek;Gelderland;Montferland;1955;51.9217;6.1958;4
7038;Zeddam;Gelderland;Montferland;1955;51.9033;6.2597;4
7039;Stokkum;Gelderland;Montferland;1955;51.8775;6.2208;4
7040;'s-Heerenberg;Gelderland;Montferland;1955;51.8775;6.2528;4
7041;'s-Heerenberg;Gelderland;Montferland;1955;51.8775;6.2528;4
7044;Lengel;Gelderland;Montferland;1955;51.8825;6.2681;4
7045;Azewijn;Gelderland;Montferland;1955;51.8867;6.3056;4
7046;Vethuizen;Gelderland;Montferland;1955;51.9092;6.3028;4
7047;Braamt;Gelderland;Montferland;1955;51.9233;6.2653;4
3510;Utrecht (stad);Gelderland;;;52.0908;5.1222;1
3514;Vogelenbuurt;Gelderland;;;52.212;5.9671;1
3515;Tuinwijk;Gelderland;;;52.212;5.9671;1
3516;Utrecht (stad);Gelderland;;;52.0908;5.1222;1
3517;Utrecht (stad);Gelderland;;;52.0908;5.1222;1
3518;Utrecht (stad);Gelderland;;;52.0908;5.1222;1
3519;Utrecht (stad);Gelderland;;;52.0908;5.1222;1
4016;Kapel Avezaath (gemeente Buren);Gelderland;;;51.8953;5.3872;1
4017;Kerk Avezaath (gemeente Tiel);Gelderland;;;51.8953;5.3872;1
4023;Rijswijk;Gelderland;;;51.9636;5.4338;1
4050;Ochten, Eldik;Gelderland;;;51.9079;5.5146;1
4051;Ochten, Eldik;Gelderland;;;51.9079;5.5146;1
4116;Buren;Gelderland;;;51.9364;5.3164;1
4130;Vianen (Utrecht);Gelderland;;;51.8979;5.1873;1
4131;Vianen (Utrecht);Gelderland;;;51.8979;5.1873;1
4132;Vianen (Utrecht);Gelderland;;;51.8979;5.1873;1
4133;Vianen (Utrecht);Gelderland;;;51.8979;5.1873;1
4211;Spijk;Gelderland;;;51.8263;5.0278;1
4212;Spijk;Gelderland;;;51.8263;5.0278;1
5325;Well;Gelderland;;;51.7484;5.2478;1
5327;Hurwenen;Gelderland;;;51.7484;5.2478;1
5328;Rossum;Gelderland;;;51.7484;5.2478;1
5368;Haren;Gelderland;;;51.814;5.7173;1
5435;Sint-Agatha;Gelderland;;;51.8385;5.5375;1
5437;Beers;Gelderland;;;51.8385;5.5375;1
6626;Alphen;Gelderland;;;51.8366;5.4912;1
6678;Oosterhout (gem. Overbetuwe);Gelderland;;;51.9169;5.7479;1
6679;Oosterhout (gem. Nijmegen);Gelderland;;;51.9169;5.7479;1
6683;Ressen (Nijmegen) (gem. Nijmegen);Gelderland;;;51.8953;5.9369;1
6684;Ressen (Lingewaard) (gem. Lingewaard);Gelderland;;;51.8953;5.9369;1
7037;Beek (gem. Montferland);Gelderland;;;51.9269;6.2218;1
7075;Etten;Gelderland;;;51.8685;6.3656;1
7076;Varsselder Veldhunten;Gelderland;;;51.8685;6.3656;1
7125;Heurne (Aalten);Gelderland;;;51.9283;6.5886;1
7245;Laren;Gelderland;;;52.1504;6.4191;1
7339;Ugchelen;Gelderland;;;52.1833;5.9333;4
7341;Beemte-Broekland;Gelderland;;;52.1963;5.8497;1
7345;Wenum-Wiesel;Gelderland;;;52.1963;5.8497;1
7371;Loenen;Gelderland;;;52.202;5.9841;1
8095;'t Loo;Gelderland;;;52.4658;6.0065;1
8096;Oldebroek;Gelderland;;;52.4658;6.0065;1
8097;Oosterwolde;Gelderland;;;52.4658;6.0065;1
9900;Appingedam;Groningen;Appingedam;0003;53.3217;6.8583;4
9901;Appingedam;Groningen;Appingedam;0003;53.3217;6.8583;4
9902;Appingedam;Groningen;Appingedam;0003;53.3217;6.8583;4
9903;Appingedam;Groningen;Appingedam;0003;53.3217;6.8583;4
9780;Bedum;Groningen;Bedum;0005;53.3008;6.6028;4
9781;Bedum;Groningen;Bedum;0005;53.3008;6.6028;4
9785;Zuidwolde;Groningen;Bedum;0005;53.2625;6.5917;4
9959;Onderdendam;Groningen;Bedum;0005;53.3342;6.5903;4
9566;Veelerveen;Groningen;Bellingwedde;0007;53.0558;7.1278;4
9695;Bellingwolde;Groningen;Bellingwedde;0007;53.1158;7.1653;4
9696;Oudeschans;Groningen;Bellingwedde;0007;53.1383;7.1403;4
9697;Blijham;Groningen;Bellingwedde;0007;53.1092;7.0764;4
9698;Wedde;Groningen;Bellingwedde;0007;53.0692;7.0792;4
9699;Vriescheloo;Groningen;Bellingwedde;0007;53.0683;7.1139;4
9354;Zevenhuizen;Groningen;Ten Boer;0009;53.2533;6.6681;4
9790;Ten Boer;Groningen;Ten Boer;0009;53.2758;6.6944;4
9791;Ten Boer;Groningen;Ten Boer;0009;53.2758;6.6944;4
9792;Ten Post;Groningen;Ten Boer;0009;53.2975;6.7278;4
9793;Winneweer;Groningen;Ten Boer;0009;53.31;6.7458;4
9794;Lellens;Groningen;Ten Boer;0009;53.3008;6.7097;4
9795;Woltersum;Groningen;Ten Boer;0009;53.2708;6.7319;4
9796;Sint-Annen;Groningen;Ten Boer;0009;53.2975;6.6653;4
9797;Thesinge;Groningen;Ten Boer;0009;53.2683;6.6514;4
9798;Garmerwolde;Groningen;Ten Boer;0009;53.2475;6.65;4
9904;Krewerd;Groningen;Delfzijl;0010;53.3542;6.8486;4
9905;Holwierde;Groningen;Delfzijl;0010;53.3583;6.8736;4
9906;Bierum;Groningen;Delfzijl;0010;53.3825;6.8597;4
9907;Losdorp;Groningen;Delfzijl;0010;53.3758;6.8361;4
9908;Godlinze;Groningen;Delfzijl;0010;53.3725;6.8139;4
9930;Delfzijl;Groningen;Delfzijl;0010;53.33;6.9181;4
9931;Delfzijl;Groningen;Delfzijl;0010;53.33;6.9181;4
9932;Delfzijl;Groningen;Delfzijl;0010;53.33;6.9181;4
9933;Delfzijl;Groningen;Delfzijl;0010;53.33;6.9181;4
9934;Delfzijl;Groningen;Delfzijl;0010;53.33;6.9181;4
9936;Farmsum;Groningen;Delfzijl;0010;53.3217;6.9264;4
9937;Meedhuizen;Groningen;Delfzijl;0010;53.285;6.9111;4
9945;Wagenborgen;Groningen;Delfzijl;0010;53.2558;6.9333;4
9946;Woldendorp;Groningen;Delfzijl;0010;53.2733;7.0306;4
9947;Termunten;Groningen;Delfzijl;0010;53.2967;7.0458;4
9948;Termunterzijl;Groningen;Delfzijl;0010;53.3008;7.0361;4
9949;Borgsweer;Groningen;Delfzijl;0010;53.2983;7.0125;4
9975;Vierhuizen;Groningen;Delfzijl;0010;53.405;6.8597;4
9700;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9701;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9702;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9703;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9704;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9705;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9706;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9707;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9708;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9709;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9710;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9713;Oosterparkwijk;Groningen;Groningen;0014;53.2333;6.5833;4
9714;Korrewegwijk;Groningen;Groningen;0014;53.2333;6.5667;4
9715;Korrewegwijk;Groningen;Groningen;0014;53.2333;6.5667;4
9719;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9720;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9729;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9730;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9732;Lewenborg;Groningen;Groningen;0014;53.2333;6.6167;4
9733;Lewenborg;Groningen;Groningen;0014;53.2333;6.6167;4
9736;Beijum;Groningen;Groningen;0014;53.25;6.6;4
9737;Beijum;Groningen;Groningen;0014;53.25;6.6;4
9738;Noorderhoogebrug;Groningen;Groningen;0014;53.2458;6.5681;4
9739;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9740;Groningen;Groningen;Groningen;0014;53.2192;6.5667;4
9742;Paddepoel;Groningen;Groningen;0014;53.2558;6.5236;4
9743;Vinkhuizen;Groningen;Groningen;0014;53.2255;6.5275;4
9744;Hoogkerk;Groningen;Groningen;0014;53.2108;6.5014;4
9821;Oldekerk;Groningen;Grootegast;0015;53.2192;6.3403;4
9860;Grootegast;Groningen;Grootegast;0015;53.2125;6.2736;4
9861;Grootegast;Groningen;Grootegast;0015;53.2125;6.2736;4
9862;Sebaldeburen;Groningen;Grootegast;0015;53.22;6.3097;4
9863;Doezum;Groningen;Grootegast;0015;53.2008;6.2486;4
9864;Kornhorn;Groningen;Grootegast;0015;53.1817;6.2431;4
9865;Opende;Groningen;Grootegast;0015;53.1733;6.1986;4
9866;Lutjegast;Groningen;Grootegast;0015;53.2342;6.2583;4
9479;Noordlaren;Groningen;Haren;0017;53.1208;6.6667;4
9750;Haren;Groningen;Haren;0017;53.1667;6.6;4
9751;Haren;Groningen;Haren;0017;53.1667;6.6;4
9752;Haren;Groningen;Haren;0017;53.1667;6.6;4
9753;Haren;Groningen;Haren;0017;53.1667;6.6;4
9755;Onnen;Groningen;Haren;0017;53.1567;6.6417;4
9756;Glimmen;Groningen;Haren;0017;53.1392;6.6292;4
9600;Hoogezand;Groningen;Hoogezand-Sappemeer;0018;53.1617;6.7611;4
9601;Hoogezand;Groningen;Hoogezand-Sappemeer;0018;53.1617;6.7611;4
9602;Hoogezand;Groningen;Hoogezand-Sappemeer;0018;53.1617;6.7611;4
9603;Hoogezand;Groningen;Hoogezand-Sappemeer;0018;53.1617;6.7611;4
9605;Kiel-Windeweer;Groningen;Hoogezand-Sappemeer;0018;53.1125;6.7792;4
9606;Kropswolde;Groningen;Hoogezand-Sappemeer;0018;53.1425;6.7236;4
9607;Foxhol;Groningen;Hoogezand-Sappemeer;0018;53.1674;6.7218;4
9608;Westerbroek;Groningen;Hoogezand-Sappemeer;0018;53.1842;6.6875;4
9609;Waterhuizen;Groningen;Hoogezand-Sappemeer;0018;53.1867;6.6514;4
9610;Sappemeer;Groningen;Hoogezand-Sappemeer;0018;53.1642;6.7903;4
9611;Sappemeer;Groningen;Hoogezand-Sappemeer;0018;53.1642;6.7903;4
9350;Leek;Groningen;Leek;0022;53.1625;6.3764;4
9351;Leek;Groningen;Leek;0022;53.1625;6.3764;4
9355;Midwolde;Groningen;Leek;0022;53.18;6.3889;4
9356;Tolbert;Groningen;Leek;0022;53.1767;6.3722;4
9811;Enumatil;Groningen;Leek;0022;53.2158;6.4083;4
9812;Enumatil;Groningen;Leek;0022;53.2158;6.4083;4
9827;Lettelbert;Groningen;Leek;0022;53.1908;6.4111;4
9911;Oosterwijtwerd;Groningen;Loppersum;0024;53.3383;6.8139;4
9912;Leermens;Groningen;Loppersum;0024;53.345;6.7986;4
9913;Eenum;Groningen;Loppersum;0024;53.3383;6.7819;4
9914;Zeerijp;Groningen;Loppersum;0024;53.3492;6.7611;4
9915;'t Zandt;Groningen;Loppersum;0024;53.3667;6.7778;4
9918;Garrelsweer;Groningen;Loppersum;0024;53.3108;6.7708;4
9919;Loppersum;Groningen;Loppersum;0024;53.3317;6.7472;4
9920;Stedum;Groningen;Loppersum;0024;53.3225;6.6958;4
9921;Stedum;Groningen;Loppersum;0024;53.3225;6.6958;4
9922;Westeremden;Groningen;Loppersum;0024;53.3442;6.7111;4
9923;Garsthuizen;Groningen;Loppersum;0024;53.3683;6.7139;4
9924;Startenhuizen;Groningen;Loppersum;0024;53.3692;6.7097;4
9925;Startenhuizen;Groningen;Loppersum;0024;53.3692;6.7097;4
9987;Zijldijk;Groningen;Loppersum;0024;53.3942;6.7569;4
9990;Middelstum;Groningen;Loppersum;0024;53.3467;6.6417;4
9991;Middelstum;Groningen;Loppersum;0024;53.3467;6.6417;4
9992;Huizinge;Groningen;Loppersum;0024;53.345;6.6736;4
9993;Westerwijtwerd;Groningen;Loppersum;0024;53.3342;6.6431;4
9994;Toornwerd;Groningen;Loppersum;0024;53.3542;6.6361;4
9361;Boerakker;Groningen;Marum;0025;53.1875;6.3278;4
9362;Boerakker;Groningen;Marum;0025;53.1875;6.3278;4
9363;Marum;Groningen;Marum;0025;53.1442;6.2625;4
9364;Nuis;Groningen;Marum;0025;53.1508;6.3056;4
9365;Niebert;Groningen;Marum;0025;53.1608;6.3278;4
9366;Jonkersvaart;Groningen;Marum;0025;53.1292;6.2986;4
9367;De Wilp;Groningen;Marum;0025;53.1175;6.2556;4
9825;Lucaswolde;Groningen;Marum;0025;53.1842;6.3;4
8385;Vledderveen;Groningen;Stadskanaal;0037;52.9875;7.0069;4
9500;Stadskanaal;Groningen;Stadskanaal;0037;52.9895;6.9504;4
9501;Stadskanaal;Groningen;Stadskanaal;0037;52.9895;6.9504;4
9502;Stadskanaal;Groningen;Stadskanaal;0037;52.9895;6.9504;4
9503;Stadskanaal;Groningen;Stadskanaal;0037;52.9895;6.9504;4
9580;Musselkanaal;Groningen;Stadskanaal;0037;52.9325;7.0153;4
9581;Musselkanaal;Groningen;Stadskanaal;0037;52.9325;7.0153;4
9584;Mussel;Groningen;Stadskanaal;0037;52.955;7.0389;4
9585;Vledderveen;Groningen;Stadskanaal;0037;52.9875;7.0069;4
9590;Onstwedde;Groningen;Stadskanaal;0037;53.035;7.0403;4
9591;Onstwedde;Groningen;Stadskanaal;0037;53.035;7.0403;4
9677;Heiligerlee;Groningen;Scheemda;0039;53.1567;7.0097;4
9678;Westerlee;Groningen;Scheemda;0039;53.1458;6.9875;4
9679;Scheemda;Groningen;Scheemda;0039;53.1733;6.9722;4
9680;Midwolda;Groningen;Scheemda;0039;53.195;7.0139;4
9681;Midwolda;Groningen;Scheemda;0039;53.195;7.0139;4
9682;Oostwold;Groningen;Scheemda;0039;53.2025;7.0458;4
9828;Oostwold;Groningen;Scheemda;0039;53.2025;7.0458;4
9942;'t Waar;Groningen;Scheemda;0039;53.2258;6.9514;4
9943;Nieuw-Scheemda;Groningen;Scheemda;0039;53.2092;6.9444;4
9944;Nieuwolda;Groningen;Scheemda;0039;53.2442;6.975;4
9615;Kolham;Groningen;Slochteren;0040;53.1825;6.7444;4
9616;Scharmer;Groningen;Slochteren;0040;53.205;6.7056;4
9617;Harkstede;Groningen;Slochteren;0040;53.2133;6.6986;4
9618;Woudbloem;Groningen;Slochteren;0040;53.2167;6.7375;4
9619;Froombosch;Groningen;Slochteren;0040;53.1942;6.7806;4
9620;Slochteren;Groningen;Slochteren;0040;53.2208;6.8055;4
9621;Slochteren;Groningen;Slochteren;0040;53.2208;6.8055;4
9623;Lageland;Groningen;Slochteren;0040;53.2392;6.7139;4
9624;Luddeweer;Groningen;Slochteren;0040;53.2533;6.7403;4
9625;Overschild;Groningen;Slochteren;0040;53.2817;6.7847;4
9626;Schildwolde;Groningen;Slochteren;0040;53.2333;6.8157;4
9627;Hellum;Groningen;Slochteren;0040;53.2383;6.8389;4
9628;Siddeburen;Groningen;Slochteren;0040;53.25;6.8681;4
9629;Steendam;Groningen;Slochteren;0040;53.2742;6.8431;4
9939;Tjuchem;Groningen;Slochteren;0040;53.28;6.8778;4
9631;Borgercompagnie;Groningen;Veendam;0047;53.1233;6.8139;4
9632;Borgercompagnie;Groningen;Veendam;0047;53.1233;6.8139;4
9640;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9641;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9642;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9643;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9644;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9645;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9646;Veendam;Groningen;Veendam;0047;53.1067;6.8792;4
9648;Wildervank;Groningen;Veendam;0047;53.0808;6.8625;4
9432;Zuidveld;Groningen;Vlagtwedde;0048;52.9283;7.1514;4
9540;Vlagtwedde;Groningen;Vlagtwedde;0048;53.0275;7.1083;4
9541;Vlagtwedde;Groningen;Vlagtwedde;0048;53.0275;7.1083;4
9545;Bourtange;Groningen;Vlagtwedde;0048;53.01;7.1903;4
9550;Sellingen;Groningen;Vlagtwedde;0048;52.9458;7.1514;4
9551;Sellingen;Groningen;Vlagtwedde;0048;52.9458;7.1514;4
9560;Ter Apel;Groningen;Vlagtwedde;0048;52.8767;7.0597;4
9561;Ter Apel;Groningen;Vlagtwedde;0048;52.8767;7.0597;4
9563;Ter Apelkanaal;Groningen;Vlagtwedde;0048;52.9025;7.0486;4
9564;Zandberg;Groningen;Vlagtwedde;0048;52.9175;7.0417;4
9670;Winschoten;Groningen;Winschoten;0052;53.1442;7.0347;4
9671;Winschoten;Groningen;Winschoten;0052;53.1442;7.0347;4
9672;Winschoten;Groningen;Winschoten;0052;53.1442;7.0347;4
9673;Winschoten;Groningen;Winschoten;0052;53.1442;7.0347;4
9674;Winschoten;Groningen;Winschoten;0052;53.1442;7.0347;4
9675;Winschoten;Groningen;Winschoten;0052;53.1442;7.0347;4
9770;Sauwerd;Groningen;Winsum;0053;53.2933;6.5347;4
9771;Sauwerd;Groningen;Winsum;0053;53.2933;6.5347;4
9773;Wetsinge;Groningen;Winsum;0053;53.3042;6.5292;4
9774;Adorp;Groningen;Winsum;0053;53.275;6.5333;4
9890;Ezinge;Groningen;Winsum;0053;53.31;6.4417;4
9891;Ezinge;Groningen;Winsum;0053;53.31;6.4417;4
9892;Feerwerd;Groningen;Winsum;0053;53.3058;6.4653;4
9893;Garnwerd;Groningen;Winsum;0053;53.3042;6.4931;4
9950;Winsum;Groningen;Winsum;0053;53.33;6.5208;4
9951;Winsum;Groningen;Winsum;0053;53.33;6.5208;4
9953;Baflo;Groningen;Winsum;0053;53.3625;6.5139;4
9954;Tinallinge;Groningen;Winsum;0053;53.3567;6.5333;4
9955;Rasquert;Groningen;Winsum;0053;53.3683;6.5167;4
9956;Den Andel;Groningen;Winsum;0053;53.3925;6.5083;4
9957;Saaxumhuizen;Groningen;Winsum;0053;53.3817;6.4847;4
9800;Zuidhorn;Groningen;Zuidhorn;0056;53.2467;6.4028;4
9801;Zuidhorn;Groningen;Zuidhorn;0056;53.2467;6.4028;4
9804;Noordhorn;Groningen;Zuidhorn;0056;53.2617;6.3958;4
9805;Briltil;Groningen;Zuidhorn;0056;53.2417;6.3889;4
9830;Aduard;Groningen;Zuidhorn;0056;53.2567;6.4597;4
9831;Aduard;Groningen;Zuidhorn;0056;53.2567;6.4597;4
9832;Den Horn;Groningen;Zuidhorn;0056;53.2275;6.4444;4
9840;Niezijl;Groningen;Zuidhorn;0056;53.2667;6.3403;4
9841;Niezijl;Groningen;Zuidhorn;0056;53.2667;6.3403;4
9842;Niezijl;Groningen;Zuidhorn;0056;53.2667;6.3403;4
9843;Grijpskerk;Groningen;Zuidhorn;0056;53.2625;6.3083;4
9844;Pieterzijl;Groningen;Zuidhorn;0056;53.2817;6.2694;4
9845;Visvliet;Groningen;Zuidhorn;0056;53.2658;6.2486;4
9880;Kommerzijl;Groningen;Zuidhorn;0056;53.2867;6.325;4
9881;Kommerzijl;Groningen;Zuidhorn;0056;53.2867;6.325;4
9882;Kommerzijl;Groningen;Zuidhorn;0056;53.2867;6.325;4
9883;Oldehove;Groningen;Zuidhorn;0056;53.3033;6.3958;4
9884;Niehove;Groningen;Zuidhorn;0056;53.2908;6.3667;4
9885;Lauwerzijl;Groningen;Zuidhorn;0056;53.3108;6.2958;4
9886;Saaksum;Groningen;Zuidhorn;0056;53.3133;6.4194;4
9663;Nieuwe Pekela;Groningen;Pekela;0765;53.0792;6.9653;4
9665;Oude Pekela;Groningen;Pekela;0765;53.1042;7.0097;4
9980;Uithuizen;Groningen;Eemsmond;1651;53.4075;6.6708;4
9981;Uithuizen;Groningen;Eemsmond;1651;53.4075;6.6708;4
9982;Uithuizermeeden;Groningen;Eemsmond;1651;53.4142;6.7236;4
9983;Roodeschool;Groningen;Eemsmond;1651;53.4208;6.7667;4
9984;Oudeschip;Groningen;Eemsmond;1651;53.43;6.8264;4
9985;Oosternieland;Groningen;Eemsmond;1651;53.4017;6.7556;4
9986;Oldenzijl;Groningen;Eemsmond;1651;53.3933;6.7139;4
9988;Usquert;Groningen;Eemsmond;1651;53.4025;6.6111;4
9989;Warffum;Groningen;Eemsmond;1651;53.3925;6.5583;4
9995;Kantens;Groningen;Eemsmond;1651;53.3658;6.6347;4
9996;Eppenhuizen;Groningen;Eemsmond;1651;53.3808;6.6972;4
9999;Stitswerd;Groningen;Eemsmond;1651;53.3617;6.6;4
9684;Finsterwolde;Groningen;Reiderland;1661;53.1983;7.0847;4
9686;Beerta;Groningen;Reiderland;1661;53.175;7.0917;4
9687;Nieuw Beerta;Groningen;Reiderland;1661;53.19;7.1625;4
9688;Drieborg;Groningen;Reiderland;1661;53.2067;7.1819;4
9691;Oudezijl;Groningen;Reiderland;1661;53.1883;7.1986;4
9822;Niekerk;Groningen;De Marne;1663;53.3433;6.3292;4
9960;Mensingeweer;Groningen;De Marne;1663;53.3517;6.4653;4
9961;Mensingeweer;Groningen;De Marne;1663;53.3517;6.4653;4
9962;Schouwerzijl;Groningen;De Marne;1663;53.3317;6.45;4
9963;Warfhuizen;Groningen;De Marne;1663;53.3408;6.425;4
9964;Wehe-den Hoorn;Groningen;De Marne;1663;53.3583;6.4222;4
9965;Leens;Groningen;De Marne;1663;53.36;6.3792;4
9966;Zuurdijk;Groningen;De Marne;1663;53.3383;6.3764;4
9967;Eenrum;Groningen;De Marne;1663;53.3625;6.4583;4
9968;Pieterburen;Groningen;De Marne;1663;53.4008;6.4528;4
