postcode;provincie;gemeente;lat;long
7152;Eibergen;Gelderland;Berkelland;52.1;66.486
7156;Beltrum;Gelderland;Berkelland;520.667;65.639
7157;Rekken;Gelderland;Berkelland;520.942;6.725
7160;Neede;Gelderland;Berkelland;521.342;66.139
7161;Neede;Gelderland;Berkelland;521.342;66.139
7165;Rietmolen;Gelderland;Berkelland;521.408;66.625
7260;Ruurlo;Gelderland;Berkelland;520.883;6.45
7261;Ruurlo;Gelderland;Berkelland;520.883;6.45
7270;Borculo;Gelderland;Berkelland;521.158;65.222
7271;Borculo;Gelderland;Berkelland;521.158;65.222
7273;Haarlo;Gelderland;Berkelland;521.125;65.819
7275;Gelselaar;Gelderland;Berkelland;521.683;65.264
6996;Drempt;Gelderland;Bronckhorst;520.075;6.175
6997;Hoog Keppel;Gelderland;Bronckhorst;520.058;62.042
6998;Laag Keppel;Gelderland;Bronckhorst;519.967;62.222
6999;Hummelo;Gelderland;Bronckhorst;520.042;62.333
7020;Zelhem;Gelderland;Bronckhorst;520.067;63.486
7021;Zelhem;Gelderland;Bronckhorst;520.067;63.486
7025;Halle;Gelderland;Bronckhorst;519.892;64.292
7220;Steenderen;Gelderland;Bronckhorst;520.642;61.875
7221;Steenderen;Gelderland;Bronckhorst;520.642;61.875
7223;Baak;Gelderland;Bronckhorst;520.775;62.278
7224;Rha;Gelderland;Bronckhorst;520.542;61.486
7225;Olburgen;Gelderland;Bronckhorst;520.442;61.236
7226;Bronkhorst;Gelderland;Bronckhorst;520.758;61.792
7227;Toldijk;Gelderland;Bronckhorst;52.055;62.208
7233;Vierakker;Gelderland;Bronckhorst;521.075;62.347
7234;Wichmond;Gelderland;Bronckhorst;520.892;62.597
7250;Vorden;Gelderland;Bronckhorst;52.105;63.097
7251;Vorden;Gelderland;Bronckhorst;52.105;63.097
7255;Hengelo;Gelderland;Bronckhorst;520.508;63.097
7256;Keijenborg;Gelderland;Bronckhorst;520.292;62.944
6940;Didam;Gelderland;Montferland;519.408;61.319
6941;Didam;Gelderland;Montferland;519.408;61.319
6942;Didam;Gelderland;Montferland;519.408;61.319
7035;Kilder;Gelderland;Montferland;519.375;62.319
7036;Loerbeek;Gelderland;Montferland;519.217;61.958
7038;Zeddam;Gelderland;Montferland;519.033;62.597
7039;Stokkum;Gelderland;Montferland;518.775;62.208
7040;'s-Heerenberg;Gelderland;Montferland;518.775;62.528
7041;'s-Heerenberg;Gelderland;Montferland;518.775;62.528
7044;Lengel;Gelderland;Montferland;518.825;62.681
7045;Azewijn;Gelderland;Montferland;518.867;63.056
7046;Vethuizen;Gelderland;Montferland;519.092;63.028
7047;Braamt;Gelderland;Montferland;519.233;62.653
3510;Utrecht (stad);Gelderland;520.908;51.222
3514;Vogelenbuurt;Gelderland;52.212;59.671
3515;Tuinwijk;Gelderland;52.212;59.671
3516;Utrecht (stad);Gelderland;520.908;51.222
3517;Utrecht (stad);Gelderland;520.908;51.222
3518;Utrecht (stad);Gelderland;520.908;51.222
3519;Utrecht (stad);Gelderland;520.908;51.222
4016;Kapel Avezaath (Buren);Gelderland;518.953;53.872
4017;Kerk Avezaath (Tiel);Gelderland;518.953;53.872
4023;Rijswijk;Gelderland;519.636;54.338
4050;Ochten, Eldik;Gelderland;519.079;55.146
4051;Ochten, Eldik;Gelderland;519.079;55.146
4116;Buren;Gelderland;519.364;53.164
4130;Vianen (Utrecht);Gelderland;518.979;51.873
4131;Vianen (Utrecht);Gelderland;518.979;51.873
4132;Vianen (Utrecht);Gelderland;518.979;51.873
4133;Vianen (Utrecht);Gelderland;518.979;51.873
4211;Spijk;Gelderland;518.263;50.278
4212;Spijk;Gelderland;518.263;50.278
5325;Well;Gelderland;517.484;52.478
5327;Hurwenen;Gelderland;517.484;52.478
5328;Rossum;Gelderland;517.484;52.478
5368;Haren;Gelderland;51.814;57.173
5435;Sint-Agatha;Gelderland;518.385;55.375
5437;Beers;Gelderland;518.385;55.375
6626;Alphen;Gelderland;518.366;54.912
6678;Oosterhout (gem. Overbetuwe);Gelderland;519.169;57.479
6679;Oosterhout (gem. Nijmegen);Gelderland;519.169;57.479
6683;Ressen (Nijmegen) (gem. Nijmegen);Gelderland;518.953;59.369
6684;Ressen (Lingewaard) (gem. Lingewaard);Gelderland;518.953;59.369
7037;Beek (gem. Montferland);Gelderland;519.269;62.218
7075;Etten;Gelderland;518.685;63.656
7076;Varsselder Veldhunten;Gelderland;518.685;63.656
7125;Heurne (Aalten);Gelderland;519.283;65.886
7245;Laren;Gelderland;521.504;64.191
7339;Ugchelen;Gelderland;521.833;59.333
7341;Beemte-Broekland;Gelderland;521.963;58.497
7345;Wenum-Wiesel;Gelderland;521.963;58.497
7371;Loenen;Gelderland;52.202;59.841
8095;'t Loo;Gelderland;524.658;60.065
8096;Oldebroek;Gelderland;524.658;60.065
8097;Oosterwolde;Gelderland;524.658;60.065
9900;Appingedam;Groningen;Appingedam;533.217;68.583
9901;Appingedam;Groningen;Appingedam;533.217;68.583
9902;Appingedam;Groningen;Appingedam;533.217;68.583
9903;Appingedam;Groningen;Appingedam;533.217;68.583
9780;Bedum;Groningen;Bedum;533.008;66.028
9781;Bedum;Groningen;Bedum;533.008;66.028
9785;Zuidwolde;Groningen;Bedum;532.625;65.917
9959;Onderdendam;Groningen;Bedum;533.342;65.903
9566;Veelerveen;Groningen;Bellingwedde;530.558;71.278
9695;Bellingwolde;Groningen;Bellingwedde;531.158;71.653
9696;Oudeschans;Groningen;Bellingwedde;531.383;71.403
9697;Blijham;Groningen;Bellingwedde;531.092;70.764
9698;Wedde;Groningen;Bellingwedde;530.692;70.792
9699;Vriescheloo;Groningen;Bellingwedde;530.683;71.139
9354;Zevenhuizen;Groningen;Ten Boer;532.533;66.681
9790;Ten Boer;Groningen;Ten Boer;532.758;66.944
9791;Ten Boer;Groningen;Ten Boer;532.758;66.944
9792;Ten Post;Groningen;Ten Boer;532.975;67.278
9793;Winneweer;Groningen;Ten Boer;53.31;67.458
9794;Lellens;Groningen;Ten Boer;533.008;67.097
9795;Woltersum;Groningen;Ten Boer;532.708;67.319
9796;Sint-Annen;Groningen;Ten Boer;532.975;66.653
9797;Thesinge;Groningen;Ten Boer;532.683;66.514
9798;Garmerwolde;Groningen;Ten Boer;532.475;6.65
9904;Krewerd;Groningen;Delfzijl;533.542;68.486
9905;Holwierde;Groningen;Delfzijl;533.583;68.736
9906;Bierum;Groningen;Delfzijl;533.825;68.597
9907;Losdorp;Groningen;Delfzijl;533.758;68.361
9908;Godlinze;Groningen;Delfzijl;533.725;68.139
9930;Delfzijl;Groningen;Delfzijl;53.33;69.181
9931;Delfzijl;Groningen;Delfzijl;53.33;69.181
9932;Delfzijl;Groningen;Delfzijl;53.33;69.181
9933;Delfzijl;Groningen;Delfzijl;53.33;69.181
9934;Delfzijl;Groningen;Delfzijl;53.33;69.181
9936;Farmsum;Groningen;Delfzijl;533.217;69.264
9937;Meedhuizen;Groningen;Delfzijl;53.285;69.111
9945;Wagenborgen;Groningen;Delfzijl;532.558;69.333
9946;Woldendorp;Groningen;Delfzijl;532.733;70.306
9947;Termunten;Groningen;Delfzijl;532.967;70.458
9948;Termunterzijl;Groningen;Delfzijl;533.008;70.361
9949;Borgsweer;Groningen;Delfzijl;532.983;70.125
9975;Vierhuizen;Groningen;Delfzijl;53.405;68.597
9700;Groningen;Groningen;Groningen;532.192;65.667
9701;Groningen;Groningen;Groningen;532.192;65.667
9702;Groningen;Groningen;Groningen;532.192;65.667
9703;Groningen;Groningen;Groningen;532.192;65.667
9704;Groningen;Groningen;Groningen;532.192;65.667
9705;Groningen;Groningen;Groningen;532.192;65.667
9706;Groningen;Groningen;Groningen;532.192;65.667
9707;Groningen;Groningen;Groningen;532.192;65.667
9708;Groningen;Groningen;Groningen;532.192;65.667
9709;Groningen;Groningen;Groningen;532.192;65.667
9710;Groningen;Groningen;Groningen;532.192;65.667
9713;Oosterparkwijk;Groningen;Groningen;532.333;65.833
9714;Korrewegwijk;Groningen;Groningen;532.333;65.667
9715;Korrewegwijk;Groningen;Groningen;532.333;65.667
9719;Groningen;Groningen;Groningen;532.192;65.667
9720;Groningen;Groningen;Groningen;532.192;65.667
9729;Groningen;Groningen;Groningen;532.192;65.667
9730;Groningen;Groningen;Groningen;532.192;65.667
9732;Lewenborg;Groningen;Groningen;532.333;66.167
9733;Lewenborg;Groningen;Groningen;532.333;66.167
9736;Beijum;Groningen;Groningen;53.25;6.6
9737;Beijum;Groningen;Groningen;53.25;6.6
9738;Noorderhoogebrug;Groningen;Groningen;532.458;65.681
9739;Groningen;Groningen;Groningen;532.192;65.667
9740;Groningen;Groningen;Groningen;532.192;65.667
9742;Paddepoel;Groningen;Groningen;532.558;65.236
9743;Vinkhuizen;Groningen;Groningen;532.255;65.275
9744;Hoogkerk;Groningen;Groningen;532.108;65.014
9821;Oldekerk;Groningen;Grootegast;532.192;63.403
9860;Grootegast;Groningen;Grootegast;532.125;62.736
9861;Grootegast;Groningen;Grootegast;532.125;62.736
9862;Sebaldeburen;Groningen;Grootegast;53.22;63.097
9863;Doezum;Groningen;Grootegast;532.008;62.486
9864;Kornhorn;Groningen;Grootegast;531.817;62.431
9865;Opende;Groningen;Grootegast;531.733;61.986
9866;Lutjegast;Groningen;Grootegast;532.342;62.583
9479;Noordlaren;Groningen;Haren;531.208;66.667
9750;Haren;Groningen;Haren;531.667;6.6
9751;Haren;Groningen;Haren;531.667;6.6
9752;Haren;Groningen;Haren;531.667;6.6
9753;Haren;Groningen;Haren;531.667;6.6
9755;Onnen;Groningen;Haren;531.567;66.417
9756;Glimmen;Groningen;Haren;531.392;66.292
9600;Hoogezand;Groningen;Hoogezand-Sappemeer;531.617;67.611
9601;Hoogezand;Groningen;Hoogezand-Sappemeer;531.617;67.611
9602;Hoogezand;Groningen;Hoogezand-Sappemeer;531.617;67.611
9603;Hoogezand;Groningen;Hoogezand-Sappemeer;531.617;67.611
9605;Kiel-Windeweer;Groningen;Hoogezand-Sappemeer;531.125;67.792
9606;Kropswolde;Groningen;Hoogezand-Sappemeer;531.425;67.236
9607;Foxhol;Groningen;Hoogezand-Sappemeer;531.674;67.218
9608;Westerbroek;Groningen;Hoogezand-Sappemeer;531.842;66.875
9609;Waterhuizen;Groningen;Hoogezand-Sappemeer;531.867;66.514
9610;Sappemeer;Groningen;Hoogezand-Sappemeer;531.642;67.903
9611;Sappemeer;Groningen;Hoogezand-Sappemeer;531.642;67.903
9350;Leek;Groningen;Leek;531.625;63.764
9351;Leek;Groningen;Leek;531.625;63.764
9355;Midwolde;Groningen;Leek;53.18;63.889
9356;Tolbert;Groningen;Leek;531.767;63.722
9811;Enumatil;Groningen;Leek;532.158;64.083
9812;Enumatil;Groningen;Leek;532.158;64.083
9827;Lettelbert;Groningen;Leek;531.908;64.111
9911;Oosterwijtwerd;Groningen;Loppersum;533.383;68.139
9912;Leermens;Groningen;Loppersum;53.345;67.986
9913;Eenum;Groningen;Loppersum;533.383;67.819
9914;Zeerijp;Groningen;Loppersum;533.492;67.611
9915;'t Zandt;Groningen;Loppersum;533.667;67.778
9918;Garrelsweer;Groningen;Loppersum;533.108;67.708
9919;Loppersum;Groningen;Loppersum;533.317;67.472
9920;Stedum;Groningen;Loppersum;533.225;66.958
9921;Stedum;Groningen;Loppersum;533.225;66.958
9922;Westeremden;Groningen;Loppersum;533.442;67.111
9923;Garsthuizen;Groningen;Loppersum;533.683;67.139
9924;Startenhuizen;Groningen;Loppersum;533.692;67.097
9925;Startenhuizen;Groningen;Loppersum;533.692;67.097
9987;Zijldijk;Groningen;Loppersum;533.942;67.569
9990;Middelstum;Groningen;Loppersum;533.467;66.417
9991;Middelstum;Groningen;Loppersum;533.467;66.417
9992;Huizinge;Groningen;Loppersum;53.345;66.736
9993;Westerwijtwerd;Groningen;Loppersum;533.342;66.431
9994;Toornwerd;Groningen;Loppersum;533.542;66.361
9361;Boerakker;Groningen;Marum;531.875;63.278
9362;Boerakker;Groningen;Marum;531.875;63.278
9363;Marum;Groningen;Marum;531.442;62.625
9364;Nuis;Groningen;Marum;531.508;63.056
9365;Niebert;Groningen;Marum;531.608;63.278
9366;Jonkersvaart;Groningen;Marum;531.292;62.986
9367;De Wilp;Groningen;Marum;531.175;62.556
9825;Lucaswolde;Groningen;Marum;531.842;6.3
8385;Vledderveen;Groningen;Stadskanaal;529.875;70.069
9500;Stadskanaal;Groningen;Stadskanaal;529.895;69.504
9501;Stadskanaal;Groningen;Stadskanaal;529.895;69.504
9502;Stadskanaal;Groningen;Stadskanaal;529.895;69.504
9503;Stadskanaal;Groningen;Stadskanaal;529.895;69.504
9580;Musselkanaal;Groningen;Stadskanaal;529.325;70.153
9581;Musselkanaal;Groningen;Stadskanaal;529.325;70.153
9584;Mussel;Groningen;Stadskanaal;52.955;70.389
9585;Vledderveen;Groningen;Stadskanaal;529.875;70.069
9590;Onstwedde;Groningen;Stadskanaal;53.035;70.403
9591;Onstwedde;Groningen;Stadskanaal;53.035;70.403
9677;Heiligerlee;Groningen;Scheemda;531.567;70.097
9678;Westerlee;Groningen;Scheemda;531.458;69.875
9679;Scheemda;Groningen;Scheemda;531.733;69.722
9680;Midwolda;Groningen;Scheemda;53.195;70.139
9681;Midwolda;Groningen;Scheemda;53.195;70.139
9682;Oostwold;Groningen;Scheemda;532.025;70.458
9828;Oostwold;Groningen;Scheemda;532.025;70.458
9942;'t Waar;Groningen;Scheemda;532.258;69.514
9943;Nieuw-Scheemda;Groningen;Scheemda;532.092;69.444
9944;Nieuwolda;Groningen;Scheemda;532.442;6.975
9615;Kolham;Groningen;Slochteren;531.825;67.444
9616;Scharmer;Groningen;Slochteren;53.205;67.056
9617;Harkstede;Groningen;Slochteren;532.133;66.986
9618;Woudbloem;Groningen;Slochteren;532.167;67.375
9619;Froombosch;Groningen;Slochteren;531.942;67.806
9620;Slochteren;Groningen;Slochteren;532.208;68.055
9621;Slochteren;Groningen;Slochteren;532.208;68.055
9623;Lageland;Groningen;Slochteren;532.392;67.139
9624;Luddeweer;Groningen;Slochteren;532.533;67.403
9625;Overschild;Groningen;Slochteren;532.817;67.847
9626;Schildwolde;Groningen;Slochteren;532.333;68.157
9627;Hellum;Groningen;Slochteren;532.383;68.389
9628;Siddeburen;Groningen;Slochteren;53.25;68.681
9629;Steendam;Groningen;Slochteren;532.742;68.431
9939;Tjuchem;Groningen;Slochteren;53.28;68.778
9631;Borgercompagnie;Groningen;Veendam;531.233;68.139
9632;Borgercompagnie;Groningen;Veendam;531.233;68.139
9640;Veendam;Groningen;Veendam;531.067;68.792
9641;Veendam;Groningen;Veendam;531.067;68.792
9642;Veendam;Groningen;Veendam;531.067;68.792
9643;Veendam;Groningen;Veendam;531.067;68.792
9644;Veendam;Groningen;Veendam;531.067;68.792
9645;Veendam;Groningen;Veendam;531.067;68.792
9646;Veendam;Groningen;Veendam;531.067;68.792
9648;Wildervank;Groningen;Veendam;530.808;68.625
9432;Zuidveld;Groningen;Vlagtwedde;529.283;71.514
9540;Vlagtwedde;Groningen;Vlagtwedde;530.275;71.083
9541;Vlagtwedde;Groningen;Vlagtwedde;530.275;71.083
9545;Bourtange;Groningen;Vlagtwedde;53.01;71.903
9550;Sellingen;Groningen;Vlagtwedde;529.458;71.514
9551;Sellingen;Groningen;Vlagtwedde;529.458;71.514
9560;Ter Apel;Groningen;Vlagtwedde;528.767;70.597
9561;Ter Apel;Groningen;Vlagtwedde;528.767;70.597
9563;Ter Apelkanaal;Groningen;Vlagtwedde;529.025;70.486
9564;Zandberg;Groningen;Vlagtwedde;529.175;70.417
9670;Winschoten;Groningen;Winschoten;531.442;70.347
9671;Winschoten;Groningen;Winschoten;531.442;70.347
9672;Winschoten;Groningen;Winschoten;531.442;70.347
9673;Winschoten;Groningen;Winschoten;531.442;70.347
9674;Winschoten;Groningen;Winschoten;531.442;70.347
9675;Winschoten;Groningen;Winschoten;531.442;70.347
9770;Sauwerd;Groningen;Winsum;532.933;65.347
9771;Sauwerd;Groningen;Winsum;532.933;65.347
9773;Wetsinge;Groningen;Winsum;533.042;65.292
9774;Adorp;Groningen;Winsum;53.275;65.333
9890;Ezinge;Groningen;Winsum;53.31;64.417
9891;Ezinge;Groningen;Winsum;53.31;64.417
9892;Feerwerd;Groningen;Winsum;533.058;64.653
9893;Garnwerd;Groningen;Winsum;533.042;64.931
9950;Winsum;Groningen;Winsum;53.33;65.208
9951;Winsum;Groningen;Winsum;53.33;65.208
9953;Baflo;Groningen;Winsum;533.625;65.139
9954;Tinallinge;Groningen;Winsum;533.567;65.333
9955;Rasquert;Groningen;Winsum;533.683;65.167
9956;Den Andel;Groningen;Winsum;533.925;65.083
9957;Saaxumhuizen;Groningen;Winsum;533.817;64.847
9800;Zuidhorn;Groningen;Zuidhorn;532.467;64.028
9801;Zuidhorn;Groningen;Zuidhorn;532.467;64.028
9804;Noordhorn;Groningen;Zuidhorn;532.617;63.958
9805;Briltil;Groningen;Zuidhorn;532.417;63.889
9830;Aduard;Groningen;Zuidhorn;532.567;64.597
9831;Aduard;Groningen;Zuidhorn;532.567;64.597
9832;Den Horn;Groningen;Zuidhorn;532.275;64.444
9840;Niezijl;Groningen;Zuidhorn;532.667;63.403
9841;Niezijl;Groningen;Zuidhorn;532.667;63.403
9842;Niezijl;Groningen;Zuidhorn;532.667;63.403
9843;Grijpskerk;Groningen;Zuidhorn;532.625;63.083
9844;Pieterzijl;Groningen;Zuidhorn;532.817;62.694
9845;Visvliet;Groningen;Zuidhorn;532.658;62.486
9880;Kommerzijl;Groningen;Zuidhorn;532.867;6.325
9881;Kommerzijl;Groningen;Zuidhorn;532.867;6.325
9882;Kommerzijl;Groningen;Zuidhorn;532.867;6.325
9883;Oldehove;Groningen;Zuidhorn;533.033;63.958
9884;Niehove;Groningen;Zuidhorn;532.908;63.667
9885;Lauwerzijl;Groningen;Zuidhorn;533.108;62.958
9886;Saaksum;Groningen;Zuidhorn;533.133;64.194
9663;Nieuwe Pekela;Groningen;Pekela;530.792;69.653
9665;Oude Pekela;Groningen;Pekela;531.042;70.097
9980;Uithuizen;Groningen;Eemsmond;534.075;66.708
9981;Uithuizen;Groningen;Eemsmond;534.075;66.708
9982;Uithuizermeeden;Groningen;Eemsmond;534.142;67.236
9983;Roodeschool;Groningen;Eemsmond;534.208;67.667
9984;Oudeschip;Groningen;Eemsmond;53.43;68.264
9985;Oosternieland;Groningen;Eemsmond;534.017;67.556
9986;Oldenzijl;Groningen;Eemsmond;533.933;67.139
9988;Usquert;Groningen;Eemsmond;534.025;66.111
9989;Warffum;Groningen;Eemsmond;533.925;65.583
9995;Kantens;Groningen;Eemsmond;533.658;66.347
9996;Eppenhuizen;Groningen;Eemsmond;533.808;66.972
9999;Stitswerd;Groningen;Eemsmond;533.617;6.6
9684;Finsterwolde;Groningen;Reiderland;531.983;70.847
9686;Beerta;Groningen;Reiderland;53.175;70.917
9687;Nieuw Beerta;Groningen;Reiderland;53.19;71.625
9688;Drieborg;Groningen;Reiderland;532.067;71.819
9691;Oudezijl;Groningen;Reiderland;531.883;71.986
9822;Niekerk;Groningen;De Marne;533.433;63.292
9960;Mensingeweer;Groningen;De Marne;533.517;64.653
9961;Mensingeweer;Groningen;De Marne;533.517;64.653
9962;Schouwerzijl;Groningen;De Marne;533.317;6.45
9963;Warfhuizen;Groningen;De Marne;533.408;6.425
9964;Wehe-den Hoorn;Groningen;De Marne;533.583;64.222
9965;Leens;Groningen;De Marne;53.36;63.792
9966;Zuurdijk;Groningen;De Marne;533.383;63.764
9967;Eenrum;Groningen;De Marne;533.625;64.583
9968;Pieterburen;Groningen;De Marne;534.008;64.528
9969;Westernieland;Groningen;De Marne;534.008;64.833
9970;Ulrum;Groningen;De Marne;533.592;63.333
9971;Ulrum;Groningen;De Marne;533.592;63.333
9972;Niekerk;Groningen;De Marne;533.433;63.292
9973;Houwerzijl;Groningen;De Marne;533.358;63.403
9974;Zoutkamp;Groningen;De Marne;533.392;63.042
9976;Lauwersoog;Groningen;De Marne;534.075;61.986
9978;Hornhuizen;Groningen;De Marne;533.883;63.611
9633;Tripscompagnie;Groningen;Menterwolde;531.375;6.825
9635;Noordbroek;Groningen;Menterwolde;53.195;68.736
9636;Zuidbroek;Groningen;Menterwolde;531.633;68.611
9649;Muntendam;Groningen;Menterwolde;531.342;68.694
9650;Meeden;Groningen;Menterwolde;53.14;69.264
9651;Meeden;Groningen;Menterwolde;53.14;69.264
9359;Boerakker (gem. Leek);Groningen;53.187;64.364
9685;Blauwestad;Groningen;531.946;70.849
9693;Bad Nieuweschans;Groningen;531.149;71.289
9711;Binnenstad & Hortusbuurt;Groningen;532.277;6.57
9712;Binnenstad & Hortusbuurt;Groningen;532.277;6.57
9716;De Hoogte;Groningen;532.277;6.57
9717;Oranjewijk & Noorderplantsoenbuurt;Groningen;532.277;6.57
9718;Schildersbuurt & Kostverloren;Groningen;532.277;6.57
9721;De Wijert & Helpman-West;Groningen;532.192;65.667
9722;Helpman-Oost, Villabuurt & Coendersborg;Groningen;532.192;65.667
9723;MEER-dorpen (Middelbert, Engelbert, Euvelgunne, Roodehaan), Driebond en industrieterreinen Winschoterdiep;Groningen;532.192;65.667
9724;Oosterpoortwijk;Groningen;532.192;65.667
9725;Herewegwijk & Rivierenbuurt;Groningen;532.192;65.667
9726;Zeeheldenwijk & Stationsweg;Groningen;532.192;65.667
9727;Stadsparkwijk, Grunobuurt & Laanhuizen;Groningen;532.192;65.667
9728;Corpus den Hoorn & Hoornse Meer;Groningen;532.192;65.667
9731;Oosterhoogebrug, Ulgersmaborg, De Hunze;Groningen;532.358;65.907
9734;Drielanden;Groningen;532.358;65.907
9735;Kardinge;Groningen;532.358;65.907
9741;Selwerd & Concordiabuurt;Groningen;532.278;65.298
9745;De Held;Groningen;532.278;65.298
9746;De Held;Groningen;532.278;65.298
9747;Zernike;Groningen;532.278;65.298
9824;Noordwijk;Groningen;53.228;64.853
9833;Den Ham;Groningen;532.469;64.546
9909;Spijk;Groningen;533.478;68.517
9917;Wirdum;Groningen;53.34;67.788
9979;Eemshaven;Groningen;533.431;63.371
9997;Zandeweer (incl. Doodstil);Groningen;533.544;6.646
9998;Rottum;Groningen;533.544;6.646
6447;Merkelbeek;Limburg;Onderbanken;509.539;59.407
6450;Schinveld;Limburg;Onderbanken;509.692;59.792
6451;Schinveld;Limburg;Onderbanken;509.692;59.792
6454;Jabeek;Limburg;Onderbanken;509.808;59.417
6456;Bingelrade;Limburg;Onderbanken;509.761;5.927
6370;Landgraaf;Limburg;Landgraaf;509.071;60.272
6371;Landgraaf;Limburg;Landgraaf;509.071;60.272
6372;Landgraaf;Limburg;Landgraaf;509.071;60.272
6373;Landgraaf;Limburg;Landgraaf;509.071;60.272
6374;Landgraaf;Limburg;Landgraaf;509.071;60.272
5940;Velden;Limburg;Arcen en Velden;514.117;61.681
5941;Velden;Limburg;Arcen en Velden;514.117;61.681
5943;Lomm;Limburg;Arcen en Velden;514.483;61.722
5944;Arcen;Limburg;Arcen en Velden;514.767;61.806
6176;Spaubeek;Limburg;Beek;50.94;58.431
6190;Beek;Limburg;Beek;509.408;57.972
6191;Beek;Limburg;Beek;509.408;57.972
6192;Beek;Limburg;Beek;509.408;57.972
5953;Reuver;Limburg;Beesel;512.842;60.778
5954;Beesel;Limburg;Beesel;512.683;60.389
5853;Siebengewald;Limburg;Bergen;516.508;61.028
5854;Bergen;Limburg;Bergen;51.6;60.333
5855;Well;Limburg;Bergen;51.55;60.889
5856;Wellerlooi;Limburg;Bergen;515.342;61.361
6440;Brunssum;Limburg;Brunssum;509.467;59.708
6441;Brunssum;Limburg;Brunssum;509.467;59.708
6442;Brunssum;Limburg;Brunssum;509.467;59.708
6443;Brunssum;Limburg;Brunssum;509.467;59.708
6444;Brunssum;Limburg;Brunssum;509.467;59.708
6445;Brunssum;Limburg;Brunssum;509.467;59.708
6446;Brunssum;Limburg;Brunssum;509.467;59.708
6245;Eijsden;Limburg;Eijsden;507.783;57.111
6247;Gronsveld;Limburg;Eijsden;508.108;57.306
6590;Gennep;Limburg;Gennep;516.983;59.736
6591;Gennep;Limburg;Gennep;516.983;59.736
6595;Ottersum;Limburg;Gennep;517.033;59.833
6596;Milsbeek;Limburg;Gennep;51.725;59.486
6598;Heijen;Limburg;Gennep;51.675;59.806
6599;Ven-Zelderheide;Limburg;Gennep;517.125;60.236
6400;Heerlen;Limburg;Heerlen;508.837;59.815
6401;Heerlen;Limburg;Heerlen;508.837;59.815
6402;Heerlen;Limburg;Heerlen;508.837;59.815
6403;Heerlen;Limburg;Heerlen;508.837;59.815
6404;Heerlen;Limburg;Heerlen;508.837;59.815
6405;Heerlen;Limburg;Heerlen;508.837;59.815
6406;Heerlen;Limburg;Heerlen;508.837;59.815
6407;Heerlen;Limburg;Heerlen;508.837;59.815
6408;Heerlen;Limburg;Heerlen;508.837;59.815
6409;Heerlen;Limburg;Heerlen;508.837;59.815
6410;Heerlen;Limburg;Heerlen;508.837;59.815
6411;Heerlen;Limburg;Heerlen;508.837;59.815
6412;Heerlen;Limburg;Heerlen;508.837;59.815
6413;Heerlen;Limburg;Heerlen;508.837;59.815
6414;Heerlen;Limburg;Heerlen;508.837;59.815
6415;Heerlen;Limburg;Heerlen;508.837;59.815
6416;Heerlen;Limburg;Heerlen;508.837;59.815
6417;Heerlen;Limburg;Heerlen;508.837;59.815
6418;Heerlen;Limburg;Heerlen;508.837;59.815
6419;Heerlen;Limburg;Heerlen;508.837;59.815
6420;Heerlen;Limburg;Heerlen;508.837;59.815
6421;Heerlen;Limburg;Heerlen;508.837;59.815
6422;Heerlen;Limburg;Heerlen;508.837;59.815
6430;Hoensbroek;Limburg;Heerlen;509.239;59.253
6431;Hoensbroek;Limburg;Heerlen;509.239;59.253
6432;Hoensbroek;Limburg;Heerlen;509.239;59.253
6433;Hoensbroek;Limburg;Heerlen;509.239;59.253
5980;Panningen;Limburg;Helden;513.267;59.792
5981;Panningen;Limburg;Helden;513.267;59.792
5984;Koningslust;Limburg;Helden;513.575;59.931
5985;Grashoek;Limburg;Helden;513.608;59.431
5986;Beringe;Limburg;Helden;513.367;59.486
5987;Egchel;Limburg;Helden;513.142;59.722
5988;Helden;Limburg;Helden;513.192;6
6460;Kerkrade;Limburg;Kerkrade;508.658;60.625
6461;Kerkrade;Limburg;Kerkrade;508.658;60.625
6462;Kerkrade;Limburg;Kerkrade;508.658;60.625
6463;Kerkrade;Limburg;Kerkrade;508.658;60.625
6464;Kerkrade;Limburg;Kerkrade;508.658;60.625
6465;Kerkrade;Limburg;Kerkrade;508.658;60.625
6466;Kerkrade;Limburg;Kerkrade;508.658;60.625
6467;Kerkrade;Limburg;Kerkrade;508.658;60.625
6468;Kerkrade;Limburg;Kerkrade;508.658;60.625
6469;Kerkrade;Limburg;Kerkrade;508.658;60.625
6470;Eygelshoven;Limburg;Kerkrade;508.939;60.587
6471;Eygelshoven;Limburg;Kerkrade;508.939;60.587
5995;Kessel;Limburg;Kessel;512.917;60.542
5993;Maasbree;Limburg;Maasbree;513.575;60.486
6200;Maastricht;Limburg;Maastricht;508.483;56.889
6201;Maastricht;Limburg;Maastricht;508.483;56.889
6202;Maastricht;Limburg;Maastricht;508.483;56.889
6203;Maastricht;Limburg;Maastricht;508.483;56.889
6204;Maastricht;Limburg;Maastricht;508.483;56.889
6205;Maastricht;Limburg;Maastricht;508.483;56.889
6206;Maastricht;Limburg;Maastricht;508.483;56.889
6207;Maastricht;Limburg;Maastricht;508.483;56.889
6208;Maastricht;Limburg;Maastricht;508.483;56.889
6209;Maastricht;Limburg;Maastricht;508.483;56.889
6210;Maastricht;Limburg;Maastricht;508.483;56.889
6211;Maastricht;Limburg;Maastricht;508.483;56.889
6212;Maastricht;Limburg;Maastricht;508.483;56.889
