postcode;provincie;gemeente;lat;long
3012;Centrum;Noord-Brabant;514.667;43.833
3013;Centrum;Noord-Brabant;514.667;43.833
3014;Oude;Noord-Brabant;514.667;43.833
3015;Dijkzigt;Noord-Brabant;514.667;43.833
3016;Scheepvaartkwartier;Noord-Brabant;514.667;43.833
3017;Rechter Maasoever (ten noorden van de Maas);Noord-Brabant;514.667;43.833
3018;Rechter Maasoever (ten noorden van de Maas);Noord-Brabant;514.667;43.833
3019;Rechter Maasoever (ten noorden van de Maas);Noord-Brabant;514.667;43.833
3111;Centrum;Noord-Brabant;514.667;43.833
3131;Centrum;Noord-Brabant;514.667;43.833
3191;Centrum;Noord-Brabant;514.667;43.833
3351;Eiland, Centrum, Westpolder;Noord-Brabant;516.867;44.479
3353;Middenpolder, Kraaijhoek;Noord-Brabant;516.867;44.479
3354;De Kooij;Noord-Brabant;516.867;44.479
3355;Wilgendonk;Noord-Brabant;516.867;44.479
3356;Oostpolder;Noord-Brabant;516.867;44.479
3814;Kruiskamp;Noord-Brabant;51.7;52.667
4260;Wijk en Aalburg;Noord-Brabant;517.313;50.456
4261;Wijk en Aalburg;Noord-Brabant;517.313;50.456
4264;Veen;Noord-Brabant;517.313;50.456
4766;Zevenbergschen Hoek (Drimmelen);Noord-Brabant;516.519;46.229
4796;Oudemolen;Noord-Brabant;516.558;44.868
4797;Willemstad;Noord-Brabant;516.558;44.868
4858;Ulvenhout (Alphen-Chaam);Noord-Brabant;515.368;48.006
4859;Bavel (Alphen-Chaam);Noord-Brabant;515.368;48.006
5090;Oost-, West- en Middelbeers;Noord-Brabant;513.939;51.514
5091;Oost-, West- en Middelbeers;Noord-Brabant;513.939;51.514
5130;Alphen;Noord-Brabant;515.258;50.236
5131;Alphen;Noord-Brabant;515.258;50.236
5154;Elshout;Noord-Brabant;516.858;51.333
5256;Heusden gem. Heusden;Noord-Brabant;516.953;52.384
5449;Rijkevoort-De Walsert;Noord-Brabant;516.696;58.706
5454;Sint-Hubert;Noord-Brabant;516.842;5.766
5473;Heeswijk-Dinther;Noord-Brabant;516.697;55.213
5556;Borkel en Schaft;Noord-Brabant;513.515;54.549
5700;postbussen;Noord-Brabant;514.458;57.515
5701;Centrum en Binnenstad;Noord-Brabant;514.458;57.515
5702;Helmond-Noord;Noord-Brabant;514.458;57.515
5703;Helmond-Oost;Noord-Brabant;514.458;57.515
5704;Brouwhuis en BZOB;Noord-Brabant;514.458;57.515
5705;Hoogeind, Suytkade en St.-Annaparochie;Noord-Brabant;514.458;57.515
5706;Mierlo-Hout (ook wel kortweg 't Hout genoemd) en Brandevoort (gedeeltelijk);Noord-Brabant;514.458;57.515
5707;Helmond-West en Brandevoort (gedeeltelijk);Noord-Brabant;514.458;57.515
5708;Stiphout en Brandevoort (gedeeltelijk);Noord-Brabant;514.458;57.515
5709;Rijpelberg en Dierdonk;Noord-Brabant;514.458;57.515
5725;Heusden (gem. Asten);Noord-Brabant;514.108;57.486
5740;Beek en Donk;Noord-Brabant;514.458;57.515
5741;Beek en Donk;Noord-Brabant;514.458;57.515
1430;Aalsmeer;Noord-Holland;Aalsmeer;522.592;47.597
1431;Aalsmeer;Noord-Holland;Aalsmeer;522.592;47.597
1432;Aalsmeer;Noord-Holland;Aalsmeer;522.592;47.597
1433;Kudelstaart;Noord-Holland;Aalsmeer;522.342;47.514
1800;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1801;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1802;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1803;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1804;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1805;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1806;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1807;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1808;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1809;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1810;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1811;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1812;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1813;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1814;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1815;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1816;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1817;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1818;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1819;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1820;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1821;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1822;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1823;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1824;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1825;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1826;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1827;Alkmaar;Noord-Holland;Alkmaar;526.317;47.486
1829;Oudorp;Noord-Holland;Alkmaar;526.333;47.736
1189;Nes aan de Amstel;Noord-Holland;Amstelveen;52.26;48.722
1000;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1001;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1002;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1003;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1004;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1005;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1006;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1007;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1008;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1009;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1026;Durgerdam;Noord-Holland;Amsterdam;523.777;49.891
1027;Zunderdorp;Noord-Holland;Amsterdam;524.067;49.653
1080;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;523.309;48.752
1081;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;523.309;48.752
1082;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;523.309;48.752
1083;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;523.309;48.752
1084;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1085;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1088;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1089;Amsterdam;Noord-Holland;Amsterdam;52.374;48.897
1109;Driemond;Noord-Holland;Amsterdam;523.058;50.167
1619;Andijk;Noord-Holland;Andijk;527.432;52.082
1483;De Rijp;Noord-Holland;Graft-De Rijp;525.567;48.458
1484;Graft;Noord-Holland;Graft-De Rijp;525.608;48.306
1486;West-Graftdijk;Noord-Holland;Graft-De Rijp;525.542;47.958
1487;Oost-Graftdijk;Noord-Holland;Graft-De Rijp;525.458;48.153
1536;Markenbinnen;Noord-Holland;Graft-De Rijp;52.53;47.819
1760;Anna Paulowna;Noord-Holland;Anna Paulowna;528.608;48.361
1761;Anna Paulowna;Noord-Holland;Anna Paulowna;528.608;48.361
1766;Wieringerwaard;Noord-Holland;Anna Paulowna;528.358;48.653
1460;Zuidoostbeemster;Noord-Holland;Beemster;525.167;49.458
1461;Zuidoostbeemster;Noord-Holland;Beemster;525.167;49.458
1462;Middenbeemster;Noord-Holland;Beemster;525.492;49.125
1463;Noordbeemster;Noord-Holland;Beemster;525.799;49.313
1464;Westbeemster;Noord-Holland;Beemster;52.575;48.986
1865;Bergen aan Zee;Noord-Holland;Bergen;526.608;46.306
1870;Schoorl;Noord-Holland;Bergen;527.017;46.972
1871;Schoorl;Noord-Holland;Bergen;527.017;46.972
1873;Groet;Noord-Holland;Bergen;527.225;46.681
1930;Egmond aan Zee;Noord-Holland;Bergen;526.183;46.236
1931;Egmond aan Zee;Noord-Holland;Bergen;526.183;46.236
1934;Egmond aan den Hoef;Noord-Holland;Bergen;526.233;46.528
1935;Egmond Binnen;Noord-Holland;Bergen;525.958;46.556
1940;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1941;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1942;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1943;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1944;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1945;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1946;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1947;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1948;Beverwijk;Noord-Holland;Beverwijk;524.833;46.569
1949;Wijk aan Zee;Noord-Holland;Beverwijk;524.936;45.941
1260;Blaricum;Noord-Holland;Blaricum;522.725;52.417
1261;Blaricum;Noord-Holland;Blaricum;522.725;52.417
2050;Overveen;Noord-Holland;Bloemendaal;523.917;46.139
2051;Overveen;Noord-Holland;Bloemendaal;523.917;46.139
2110;Aerdenhout;Noord-Holland;Bloemendaal;523.617;45.972
2111;Aerdenhout;Noord-Holland;Bloemendaal;523.617;45.972
2114;Vogelenzang;Noord-Holland;Bloemendaal;523.192;45.778
2120;Bennebroek;Noord-Holland;Bloemendaal;523.208;45.986
2121;Bennebroek;Noord-Holland;Bloemendaal;523.208;45.986
2803;Bloemendaal;Noord-Holland;Bloemendaal;524.025;46.222
1400;Bussum;Noord-Holland;Bussum;522.733;51.611
1401;Bussum;Noord-Holland;Bussum;522.733;51.611
1402;Bussum;Noord-Holland;Bussum;522.733;51.611
1403;Bussum;Noord-Holland;Bussum;522.733;51.611
1404;Bussum;Noord-Holland;Bussum;522.733;51.611
1405;Bussum;Noord-Holland;Bussum;522.733;51.611
1406;Bussum;Noord-Holland;Bussum;522.733;51.611
1489;De Woude;Noord-Holland;Castricum;525.467;47.736
1900;Castricum;Noord-Holland;Castricum;525.483;46.694
1901;Castricum;Noord-Holland;Castricum;525.483;46.694
1902;Castricum;Noord-Holland;Castricum;525.483;46.694
1906;Limmen;Noord-Holland;Castricum;525.692;46.944
1920;Akersloot;Noord-Holland;Castricum;525.608;47.333
1921;Akersloot;Noord-Holland;Castricum;525.608;47.333
1110;Diemen;Noord-Holland;Diemen;523.396;49.626
1111;Diemen;Noord-Holland;Diemen;523.396;49.626
1112;Diemen;Noord-Holland;Diemen;523.396;49.626
1113;Diemen;Noord-Holland;Diemen;523.396;49.626
1114;Diemen;Noord-Holland;Diemen;523.396;49.626
1130;Volendam;Noord-Holland;Edam-Volendam;52.495;50.708
1131;Volendam;Noord-Holland;Edam-Volendam;52.495;50.708
1132;Volendam;Noord-Holland;Edam-Volendam;52.495;50.708
1135;Edam;Noord-Holland;Edam-Volendam;525.133;50.514
1600;Enkhuizen;Noord-Holland;Enkhuizen;527.033;52.917
1601;Enkhuizen;Noord-Holland;Enkhuizen;527.033;52.917
1602;Enkhuizen;Noord-Holland;Enkhuizen;527.033;52.917
2000;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2001;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2002;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2003;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2004;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2005;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2006;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2007;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2008;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2009;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2010;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2011;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2012;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2013;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2014;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2015;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2016;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2017;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2018;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2019;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2020;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2021;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2022;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2023;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2024;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2025;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2026;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2027;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2028;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2029;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2030;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2031;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2032;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2033;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2034;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2035;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2036;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2037;Haarlem;Noord-Holland;Haarlem;523.808;46.368
2065;Haarlemmerliede;Noord-Holland;Haarlemmerliede en Spaarnwoude;523.888;46.889
1160;Zwanenburg;Noord-Holland;Haarlemmermeer;52.38;47.458
1161;Zwanenburg;Noord-Holland;Haarlemmermeer;52.38;47.458
1435;Rijsenhout;Noord-Holland;Haarlemmermeer;522.583;47.139
1436;Aalsmeerderbrug;Noord-Holland;Haarlemmermeer;522.742;4.75
1437;Rozenburg;Noord-Holland;Haarlemmermeer;522.817;47.375
1438;Oude Meer;Noord-Holland;Haarlemmermeer;522.883;47.861
2130;Hoofddorp;Noord-Holland;Haarlemmermeer;523.025;46.889
2131;Hoofddorp;Noord-Holland;Haarlemmermeer;523.025;46.889
2133;Hoofddorp;Noord-Holland;Haarlemmermeer;523.025;46.889
2134;Hoofddorp;Noord-Holland;Haarlemmermeer;523.025;46.889
2135;Hoofddorp;Noord-Holland;Haarlemmermeer;523.025;46.889
2142;Cruquius;Noord-Holland;Haarlemmermeer;523.358;46.347
2143;Boesingheliede;Noord-Holland;Haarlemmermeer;523.608;4.725
2144;Beinsdorp;Noord-Holland;Haarlemmermeer;522.867;45.958
2150;Nieuw-Vennep;Noord-Holland;Haarlemmermeer;522.642;46.306
2151;Nieuw-Vennep;Noord-Holland;Haarlemmermeer;522.642;46.306
2152;Nieuw-Vennep;Noord-Holland;Haarlemmermeer;522.642;46.306
2154;Burgerveen;Noord-Holland;Haarlemmermeer;52.24;46.819
2155;Leimuiderbrug;Noord-Holland;Haarlemmermeer;522.308;46.681
2156;Weteringbrug;Noord-Holland;Haarlemmermeer;522.217;46.458
2158;Buitenkaag;Noord-Holland;Haarlemmermeer;522.208;45.597
2165;Lisserbroek;Noord-Holland;Haarlemmermeer;522.567;45.722
3180;Rozenburg;Noord-Holland;Haarlemmermeer;522.817;47.375
3181;Rozenburg;Noord-Holland;Haarlemmermeer;522.817;47.375
1738;Waarland;Noord-Holland;Harenkarspel;527.267;48.319
1746;Dirkshorn;Noord-Holland;Harenkarspel;52.75;4.775
1747;Tuitjenhorn;Noord-Holland;Harenkarspel;527.375;4.75
1749;Warmenhuizen;Noord-Holland;Harenkarspel;527.225;47.375
1960;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1961;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1962;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1963;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1964;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1965;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1966;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1967;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1968;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
1969;Heemskerk;Noord-Holland;Heemskerk;525.167;46.667
2100;Heemstede;Noord-Holland;Heemstede;523.499;4.623
2101;Heemstede;Noord-Holland;Heemstede;523.499;4.623
2102;Heemstede;Noord-Holland;Heemstede;523.499;4.623
2103;Heemstede;Noord-Holland;Heemstede;523.499;4.623
2104;Heemstede;Noord-Holland;Heemstede;523.499;4.623
2105;Heemstede;Noord-Holland;Heemstede;523.499;4.623
2106;Heemstede;Noord-Holland;Heemstede;523.499;4.623
1700;Heerhugowaard;Noord-Holland;Heerhugowaard;526.714;48.486
1701;Heerhugowaard;Noord-Holland;Heerhugowaard;526.714;48.486
1702;Heerhugowaard;Noord-Holland;Heerhugowaard;526.714;48.486
1703;Heerhugowaard;Noord-Holland;Heerhugowaard;526.714;48.486
1704;Heerhugowaard;Noord-Holland;Heerhugowaard;526.714;48.486
1705;Heerhugowaard;Noord-Holland;Heerhugowaard;526.714;48.486
1850;Heiloo;Noord-Holland;Heiloo;52.6;4.7
1851;Heiloo;Noord-Holland;Heiloo;52.6;4.7
1852;Heiloo;Noord-Holland;Heiloo;52.6;4.7
1780;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1781;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1782;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1783;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1784;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1785;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1786;Den Helder;Noord-Holland;Den Helder;529.533;47.597
1787;Julianadorp;Noord-Holland;Den Helder;52.89;47.403
1788;Julianadorp;Noord-Holland;Den Helder;52.89;47.403
1789;Huisduinen;Noord-Holland;Den Helder;529.525;47.264
1200;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1201;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1202;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1203;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1204;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1205;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1206;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1207;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1208;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1209;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1210;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1211;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1212;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1213;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1214;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1215;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1216;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1217;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1218;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1219;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1220;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1221;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1222;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1223;Hilversum;Noord-Holland;Hilversum;522.233;51.764
1620;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1621;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1622;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1623;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1624;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1625;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1626;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1627;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1628;Hoorn;Noord-Holland;Hoorn;526.425;50.597
1689;Zwaag;Noord-Holland;Hoorn;526.692;50.764
1695;Blokker;Noord-Holland;Hoorn;526.642;5.1
1270;Huizen;Noord-Holland;Huizen;522.992;52.417
1271;Huizen;Noord-Holland;Huizen;522.992;52.417
1272;Huizen;Noord-Holland;Huizen;522.992;52.417
1273;Huizen;Noord-Holland;Huizen;522.992;52.417
1274;Huizen;Noord-Holland;Huizen;522.992;52.417
1275;Huizen;Noord-Holland;Huizen;522.992;52.417
1276;Huizen;Noord-Holland;Huizen;522.992;52.417
1277;Huizen;Noord-Holland;Huizen;522.992;52.417
1660;De Weere;Noord-Holland;Niedorp;527.742;48.736
1661;De Weere;Noord-Holland;Niedorp;527.742;48.736
1662;De Weere;Noord-Holland;Niedorp;527.742;48.736
1663;De Weere;Noord-Holland;Niedorp;527.742;48.736
1730;Winkel;Noord-Holland;Niedorp;527.542;49.028
1731;Winkel;Noord-Holland;Niedorp;527.542;49.028
1732;Lutjewinkel;Noord-Holland;Niedorp;527.667;48.847
1733;Nieuwe Niedorp;Noord-Holland;Niedorp;52.74;48.986
1734;Oude Niedorp;Noord-Holland;Niedorp;527.183;48.764
1735;'t Veld;Noord-Holland;Niedorp;52.74;48.569
1736;Zijdewind;Noord-Holland;Niedorp;527.425;48.389
1767;Kolhorn;Noord-Holland;Niedorp;527.942;48.889
1768;Barsingerhorn;Noord-Holland;Niedorp;52.785;48.639
1769;Haringhuizen;Noord-Holland;Niedorp;527.733;48.292
1120;Landsmeer;Noord-Holland;Landsmeer;524.308;49.153
1121;Landsmeer;Noord-Holland;Landsmeer;524.308;49.153
1127;Den Ilp;Noord-Holland;Landsmeer;524.542;49.069
1451;Purmerland;Noord-Holland;Landsmeer;524.817;49.264
1720;Broek op Langedijk;Noord-Holland;Langedijk;526.742;48.056
1721;Broek op Langedijk;Noord-Holland;Langedijk;526.742;48.056
1722;Zuid-Scharwoude;Noord-Holland;Langedijk;526.867;48.083
1723;Noord-Scharwoude;Noord-Holland;Langedijk;526.983;48.111
1724;Oudkarspel;Noord-Holland;Langedijk;527.158;48.056
1830;Koedijk;Noord-Holland;Langedijk;526.825;47.417
1831;Koedijk;Noord-Holland;Langedijk;526.825;47.417
1832;Koedijk;Noord-Holland;Langedijk;526.825;47.417
1834;Sint Pancras;Noord-Holland;Langedijk;52.66;47.833
1250;Laren;Noord-Holland;Laren;522.567;52.278
1251;Laren;Noord-Holland;Laren;522.567;52.278
1252;Laren;Noord-Holland;Laren;522.567;52.278
1654;Benningbroek;Noord-Holland;Medemblik;527.017;50.264
1655;Sijbekarspel;Noord-Holland;Medemblik;527.075;50.028
1657;Abbekerk;Noord-Holland;Medemblik;527.317;50.181
1658;Lambertschaag;Noord-Holland;Medemblik;527.458;50.181
1670;Medemblik;Noord-Holland;Medemblik;527.717;51.056
1671;Medemblik;Noord-Holland;Medemblik;527.717;51.056
1674;Opperdoes;Noord-Holland;Medemblik;527.592;50.753
1676;Twisk;Noord-Holland;Medemblik;527.408;50.528
1678;Oostwoud;Noord-Holland;Medemblik;527.258;50.861
1679;Midwoud;Noord-Holland;Medemblik;527.167;5.075
1687;Wognum;Noord-Holland;Medemblik;526.833;50.222
1688;Nibbixwoud;Noord-Holland;Medemblik;526.917;50.597
1691;Hauwert;Noord-Holland;Medemblik;527.083;5.1
1692;Hauwert;Noord-Holland;Medemblik;527.083;5.1
1398;Muiden;Noord-Holland;Muiden;52.33;50.694
1399;Muiderberg;Noord-Holland;Muiden;523.258;51.208
1410;Naarden;Noord-Holland;Naarden;522.958;51.625
1411;Naarden;Noord-Holland;Naarden;522.958;51.625
1412;Naarden;Noord-Holland;Naarden;522.958;51.625
1510;Oostzaan;Noord-Holland;Oostzaan;524.392;48.764
1511;Oostzaan;Noord-Holland;Oostzaan;524.392;48.764
1715;Spanbroek;Noord-Holland;Opmeer;526.983;49.611
1716;Opmeer;Noord-Holland;Opmeer;527.067;49.444
1718;Hoogwoud;Noord-Holland;Opmeer;527.158;49.389
1719;Aartswoud;Noord-Holland;Opmeer;527.433;49.486
1115;Duivendrecht;Noord-Holland;Ouder-Amstel;523.294;49.396
1190;Ouderkerk aan de Amstel Ouder-Amstel;Noord-Holland;Ouder-Amstel;52.295;49.075
1191;Ouderkerk aan de Amstel Ouder-Amstel;Noord-Holland;Ouder-Amstel;52.295;49.075
1440;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1441;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1442;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1443;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1444;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1445;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1446;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1447;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1448;Purmerend;Noord-Holland;Purmerend;52.505;49.597
1481;Purmer;Noord-Holland;Purmerend;52.5;49.833
1482;Purmer;Noord-Holland;Purmerend;52.5;49.833
1740;Schagen;Noord-Holland;Schagen;527.875;47.986
1741;Schagen;Noord-Holland;Schagen;527.875;47.986
1742;Schagen;Noord-Holland;Schagen;527.875;47.986
1790;Den Burg;Noord-Holland;Texel;530.542;47.972
1791;Den Burg;Noord-Holland;Texel;530.542;47.972
1792;Oudeschild;Noord-Holland;Texel;530.392;48.472
1793;De Waal;Noord-Holland;Texel;530.725;48.236
1795;De Cocksdorp;Noord-Holland;Texel;531.567;48.708
1796;De Koog;Noord-Holland;Texel;530.975;47.611
1910;Uitgeest;Noord-Holland;Uitgeest;525.292;47.097
1911;Uitgeest;Noord-Holland;Uitgeest;525.292;47.097
1420;Uithoorn;Noord-Holland;Uithoorn;522.375;48.264
1421;Uithoorn;Noord-Holland;Uithoorn;522.375;48.264
1422;Uithoorn;Noord-Holland;Uithoorn;522.375;48.264
1423;Uithoorn;Noord-Holland;Uithoorn;522.375;48.264
1424;De Kwakel;Noord-Holland;Uithoorn;522.392;47.931
1950;Velsen-Noord;Noord-Holland;Velsen;524.717;46.472
1951;Velsen-Noord;Noord-Holland;Velsen;524.717;46.472
1970;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1971;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1972;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1973;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1974;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1975;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1976;IJmuiden;Noord-Holland;Velsen;524.603;46.105
1980;Velsen-Zuid;Noord-Holland;Velsen;52.46;4.65
1981;Velsen-Zuid;Noord-Holland;Velsen;52.46;4.65
1985;Driehuis;Noord-Holland;Velsen;524.467;46.375
2070;Santpoort-Noord;Noord-Holland;Velsen;524.336;46.422
2071;Santpoort-Noord;Noord-Holland;Velsen;524.336;46.422
2080;Santpoort-Zuid;Noord-Holland;Velsen;524.208;46.306
2081;Santpoort-Zuid;Noord-Holland;Velsen;524.208;46.306
2082;Santpoort-Zuid;Noord-Holland;Velsen;524.208;46.306
1380;Weesp;Noord-Holland;Weesp;523.075;50.417
1381;Weesp;Noord-Holland;Weesp;523.075;50.417
1382;Weesp;Noord-Holland;Weesp;523.075;50.417
1383;Weesp;Noord-Holland;Weesp;523.075;50.417
1636;Schermerhorn;Noord-Holland;Schermer;526.008;48.917
1840;Stompetoren;Noord-Holland;Schermer;526.133;48.208
1841;Stompetoren;Noord-Holland;Schermer;526.133;48.208
1842;Oterleek;Noord-Holland;Schermer;526.367;48.347
1843;Grootschermer;Noord-Holland;Schermer;525.825;4.85
1844;Driehuizen (Schermer);Noord-Holland;Schermer;525.783;48.069
1846;Zuidschermer;Noord-Holland;Schermer;52.585;47.792
